Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
DDP70,0,E5_CEM_PRODCEM_PROD,,,2018,5.05598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2019,4.81764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2020,3.85195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2021,3.59642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2022,4.23957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2023,4.45633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2024,4.6731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2025,4.88986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2026,5.10662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2027,5.32339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2028,5.54015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2029,5.75692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2030,5.97368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2031,6.19045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2032,6.40721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2033,6.62397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2034,6.84074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2035,7.0575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2036,7.27427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2037,7.49103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2038,7.7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2039,7.92456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2040,8.14132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2041,8.35809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2042,8.57485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2043,8.79162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2044,9.00838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2045,9.22515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2046,9.44191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2047,9.65868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2048,9.87544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2049,10.0922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2050,10.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2051,10.5257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2052,10.7425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2053,10.9593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2054,11.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2055,11.3928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2056,11.6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2057,11.8263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2058,12.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2059,12.2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2060,12.4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2061,12.6934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2062,12.9101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2063,13.1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2064,13.3437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2065,13.5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2066,13.7772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2067,13.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2068,14.2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2069,14.4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,E5_CEM_PRODCEM_PROD,,,2070,14.6443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ENE_TERM,,2018,,24.6231,24.6231,24.6231,13.3155,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ENE_TERM,,2047,,1.06277,25.6859,25.6859,24.9865,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ENE_TERM,,2050,,0.981179,26.6671,26.6671,26.022,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ENE_TERM,,2053,,3.85502,30.5221,30.5221,26.976,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ENE_TERM,,2069,,0.163883,30.686,30.686,30.686,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ENE_TERM,,2070,,0.154818,30.8408,30.8408,30.8408,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CLK,,2018,,6.68911,6.68911,6.68911,3.79359,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CLK,,2044,,0.326027,7.01514,7.01514,6.80037,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CLK,,2047,,1.68062,8.69576,8.69576,7.11865,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CLK,,2069,,0.0466903,8.74245,8.74245,8.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CLK,,2070,,0.0441076,8.78655,8.78655,8.78655,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ELEC_CEM,,2018,,5.16702,5.16702,5.16702,1.83835,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ELEC_CEM,,2069,,0.0788155,5.24584,5.24584,5.24584,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,ELEC_CEM,,2070,,0.0788155,5.32465,5.32465,5.32465,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CEM,,2018,,3.14504,3.14504,3.14504,1.26239,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CEM,,2053,,2.36993,5.51497,5.51497,3.27379,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CEM,,2069,,0.170074,5.68505,5.68505,5.68505,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,RAW_MAT_CEM,,2070,,0.172657,5.8577,5.8577,5.8577,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,0,,PROD_CLK_TRAD,,2018,,10.6413,10.6413,15.4433,3.79359,,,,,,,,,,,28.4221,,,,28.4221,28.4221,,,,,,,,,,,
DDP70,0,,PROD_CLK_TRAD,,2044,,1.15268,11.794,11.794,6.80037,,,,,,,,,,,26.7756,,,,107.722,26.7756,,,,,,,,,,,
DDP70,0,,PROD_CLK_TRAD,,2051,,12.6809,24.4748,24.4748,7.50686,,,,,,,,,,,23.3391,,,,136.589,23.3391,,,,,,,,,,,
